"id","niveau","code","libelle","id_parent","id_n1"
914,4,"8110",Activités combinées de soutien lié aux bâtiments ,341,13
915,4,"8121",Nettoyage courant des bâtiments,342,13
916,4,"8122",Autres activités de nettoyage des bâtiments et nettoyage industriel,342,13
917,4,"8129",Autres activités de nettoyage,342,13
918,4,"8130",Services d'aménagement paysager ,343,13
919,4,"8211",Services administratifs combinés de bureau,344,13
920,4,"8219","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",344,13
921,4,"8220",Activités de centres d'appels,345,13
922,4,"8230",Organisation de salons professionnels et congrès,346,13
923,4,"8291",Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,347,13
924,4,"8292",Activités de conditionnement,347,13
925,4,"8299",Autres activités de soutien aux entreprises n.c.a.,347,13
926,4,"8411",Administration publique générale,348,14
927,4,"8412","Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale ",348,14
928,4,"8413",Administration publique (tutelle) des activités économiques,348,14
929,4,"8421",Affaires étrangères,349,14
930,4,"8422",Défense,349,14
931,4,"8423",Justice,349,14
932,4,"8424",Activités d’ordre public et de sécurité,349,14
933,4,"8425",Services du feu et de secours,349,14
934,4,"8430",Sécurité sociale obligatoire,350,14
935,4,"8510",Enseignement pré-primaire,351,15
936,4,"8520",Enseignement primaire,352,15
937,4,"8531",Enseignement secondaire général,353,15
938,4,"8532",Enseignement secondaire technique ou professionnel,353,15
939,4,"8541",Enseignement post-secondaire non supérieur,354,15
940,4,"8542",Enseignement supérieur,354,15
941,4,"8551",Enseignement de disciplines sportives et d'activités de loisirs,355,15
942,4,"8552",Enseignement culturel,355,15
943,4,"8553",Enseignement de la conduite,355,15
944,4,"8559",Enseignements divers,355,15
945,4,"8560",Activités de soutien à l'enseignement,356,15
946,4,"8610",Activités hospitalières,357,16
947,4,"8621",Activité des médecins généralistes,358,16
948,4,"8622",Activité des médecins spécialistes,358,16
949,4,"8623",Pratique dentaire,358,16
950,4,"8690",Autres activités pour la santé humaine,359,16
951,4,"8710",Hébergement médicalisé,360,16
952,4,"8720","Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes",361,16
953,4,"8730",Hébergement social pour personnes âgées ou handicapées physiques ,362,16
954,4,"8790",Autres activités d’hébergement social ,363,16
955,4,"8810",Action sociale sans hébergement pour personnes âgées et pour personnes handicapées ,364,16
956,4,"8891",Action sociale sans hébergement pour jeunes enfants,365,16
957,4,"8899",Autre action sociale sans hébergement n.c.a.,365,16
958,4,"9001",Arts du spectacle vivant,366,17
959,4,"9002",Activités de soutien au spectacle vivant,366,17
960,4,"9003",Création artistique,366,17
961,4,"9004",Gestion de salles de spectacles,366,17
962,4,"9101",Gestion des bibliothèques et des archives,367,17
963,4,"9102",Gestion des musées,367,17
964,4,"9103",Gestion des sites et monuments historiques et des attractions touristiques similaires,367,17
965,4,"9104",Gestion des jardins botaniques et zoologiques et des réserves naturelles,367,17
966,4,"9200",Organisation de jeux de hasard et d'argent,368,17
967,4,"9311",Gestion d'installations sportives,369,17
968,4,"9312",Activités de clubs de sports,369,17
969,4,"9313",Activités des centres de culture physique,369,17
970,4,"9319",Autres activités liées au sport,369,17
971,4,"9321",Activités des parcs d'attractions et parcs à thèmes,370,17
972,4,"9329",Autres activités récréatives et de loisirs ,370,17
973,4,"9411",Activités des organisations patronales et consulaires,371,18
974,4,"9412",Activités des organisations professionnelles,371,18
975,4,"9420",Activités des syndicats de salariés,372,18
976,4,"9491",Activités des organisations religieuses,373,18
977,4,"9492",Activités des organisations politiques,373,18
978,4,"9499",Activités des organisations associatives n.c.a.,373,18
979,4,"9511",Réparation d'ordinateurs et d'équipements périphériques,374,18
980,4,"9512",Réparation d'équipements de communication,374,18
981,4,"9521",Réparation de produits électroniques grand public,375,18
982,4,"9522",Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,375,18
983,4,"9523",Réparation de chaussures et d'articles en cuir,375,18
984,4,"9524",Réparation de meubles et d'équipements du foyer,375,18
985,4,"9525",Réparation d'articles d'horlogerie et de bijouterie,375,18
986,4,"9529",Réparation d'autres biens personnels et domestiques,375,18
987,4,"9601",Blanchisserie-teinturerie,376,18
988,4,"9602",Coiffure et soins de beauté,376,18
989,4,"9603",Services funéraires,376,18
990,4,"9604",Entretien corporel,376,18
991,4,"9609",Autres services personnels n.c.a.,376,18
992,4,"9700",Activités des ménages en tant qu'employeurs de personnel domestique,377,19
993,4,"9810",Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre,378,19
994,4,"9820",Activités indifférenciées des ménages en tant que producteurs de services pour usage propre,379,19
995,4,"9900",Activités des organisations et organismes extraterritoriaux,380,20
996,5,"0111Z","Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses",381,0
997,5,"0112Z",Culture du riz,382,0
998,5,"0113Z","Culture de légumes, de melons, de racines et de tubercules",383,0
999,5,"0114Z",Culture de la canne à sucre,384,0
1000,5,"0115Z",Culture du tabac,385,0
1001,5,"0116Z",Culture de plantes à fibres,386,0
1002,5,"0119Z",Autres cultures non permanentes,387,0
1003,5,"0121Z",Culture de la vigne,388,0
1004,5,"0122Z",Culture de fruits tropicaux et subtropicaux,389,0
1005,5,"0123Z",Culture d'agrumes,390,0
1006,5,"0124Z",Culture de fruits à pépins et à noyau,391,0
1007,5,"0125Z",Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque,392,0
1008,5,"0126Z",Culture de fruits oléagineux,393,0
1009,5,"0127Z",Culture de plantes à boissons,394,0
1010,5,"0128Z","Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques",395,0
1011,5,"0129Z",Autres cultures permanentes,396,0
1012,5,"0130Z",Reproduction de plantes,397,0
1013,5,"0141Z",Élevage de vaches laitières,398,0
1014,5,"0142Z",Élevage d'autres bovins et de buffles,399,0
1015,5,"0143Z",Élevage de chevaux et d'autres équidés,400,0
1016,5,"0144Z",Élevage de chameaux et d'autres camélidés,401,0
1017,5,"0145Z",Élevage d'ovins et de caprins,402,0
1018,5,"0146Z",Élevage de porcins,403,0
1019,5,"0147Z",Élevage de volailles,404,0
1020,5,"0149Z",Élevage d'autres animaux,405,0
1021,5,"0150Z",Culture et élevage associés,406,0
1022,5,"0161Z",Activités de soutien aux cultures,407,0
1023,5,"0162Z",Activités de soutien à la production animale,408,0
1024,5,"0163Z",Traitement primaire des récoltes,409,0
1025,5,"0164Z",Traitement des semences,410,0
1026,5,"0170Z","Chasse, piégeage et services annexes",411,0
1027,5,"0210Z",Sylviculture et autres activités forestières,412,0
1028,5,"0220Z",Exploitation forestière,413,0
1029,5,"0230Z",Récolte de produits forestiers non ligneux poussant à l'état sauvage,414,0
1030,5,"0240Z",Services de soutien à l'exploitation forestière,415,0
1031,5,"0311Z",Pêche en mer,416,0
1032,5,"0312Z",Pêche en eau douce,417,0
1033,5,"0321Z",Aquaculture en mer,418,0
1034,5,"0322Z",Aquaculture en eau douce,419,0
1035,5,"0510Z",Extraction de houille,420,1
1036,5,"0520Z",Extraction de lignite,421,1
1037,5,"0610Z",Extraction de pétrole brut,422,1
1038,5,"0620Z",Extraction de gaz naturel,423,1
1039,5,"0710Z",Extraction de minerais de fer,424,1
1040,5,"0721Z",Extraction de minerais d'uranium et de thorium,425,1
1041,5,"0729Z",Extraction d'autres minerais de métaux non ferreux,426,1
1042,5,"0811Z","Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise",427,1
1043,5,"0812Z","Exploitation de gravières et sablières, extraction d'argiles et de kaolin",428,1
1044,5,"0891Z",Extraction des minéraux chimiques et d'engrais minéraux,429,1
1045,5,"0892Z",Extraction de tourbe,430,1
1046,5,"0893Z",Production de sel,431,1
1047,5,"0899Z",Autres activités extractives n.c.a.,432,1
1048,5,"0910Z",Activités de soutien à l'extraction d'hydrocarbures,433,1
1049,5,"0990Z",Activités de soutien aux autres industries extractives,434,1
1050,5,"1011Z",Transformation et conservation de la viande de boucherie,435,2
1051,5,"1012Z",Transformation et conservation de la viande de volaille,436,2
1052,5,"1013A",Préparation industrielle de produits à base de viande,437,2
1053,5,"1013B",Charcuterie,437,2
1054,5,"1020Z","Transformation et conservation de poisson, de crustacés et de mollusques",438,2
1055,5,"1031Z",Transformation et conservation de pommes de terre,439,2
1056,5,"1032Z",Préparation de jus de fruits et légumes,440,2
1057,5,"1039A",Autre transformation et conservation de légumes,441,2
1058,5,"1039B",Transformation et conservation de fruits,441,2
1059,5,"1041A",Fabrication d'huiles et graisses brutes,442,2
1060,5,"1041B",Fabrication d'huiles et graisses raffinées,442,2
1061,5,"1042Z",Fabrication de margarine et graisses comestibles similaires,443,2
1062,5,"1051A",Fabrication de lait liquide et de produits frais,444,2
1063,5,"1051B",Fabrication de beurre,444,2
1064,5,"1051C",Fabrication de fromage,444,2
1065,5,"1051D",Fabrication d'autres produits laitiers,444,2
1066,5,"1052Z",Fabrication de glaces et sorbets,445,2
1067,5,"1061A",Meunerie,446,2
1068,5,"1061B",Autres activités du travail des grains,446,2
1069,5,"1062Z",Fabrication de produits amylacés,447,2
1070,5,"1071A",Fabrication industrielle de pain et de pâtisserie fraîche,448,2
1071,5,"1071B",Cuisson de produits de boulangerie,448,2
1072,5,"1071C",Boulangerie et boulangerie-pâtisserie,448,2
1073,5,"1071D",Pâtisserie,448,2
1074,5,"1072Z","Fabrication de biscuits, biscottes et pâtisseries de conservation",449,2
1075,5,"1073Z",Fabrication de pâtes alimentaires,450,2
1076,5,"1081Z",Fabrication de sucre,451,2
1077,5,"1082Z","Fabrication de cacao, chocolat et de produits de confiserie",452,2
1078,5,"1083Z",Transformation du thé et du café,453,2
1079,5,"1084Z",Fabrication de condiments et assaisonnements,454,2
1080,5,"1085Z",Fabrication de plats préparés,455,2
1081,5,"1086Z",Fabrication d'aliments homogénéisés et diététiques,456,2
1082,5,"1089Z",Fabrication d'autres produits alimentaires n.c.a.,457,2
1083,5,"1091Z",Fabrication d'aliments pour animaux de ferme,458,2
1084,5,"1092Z",Fabrication d'aliments pour animaux de compagnie,459,2
1085,5,"1101Z",Production de boissons alcooliques distillées,460,2
1086,5,"1102A",Fabrication de vins effervescents,461,2
1087,5,"1102B",Vinification,461,2
1088,5,"1103Z",Fabrication de cidre et de vins de fruits,462,2
1089,5,"1104Z",Production d'autres boissons fermentées non distillées,463,2
1090,5,"1105Z",Fabrication de bière,464,2
1091,5,"1106Z",Fabrication de malt,465,2
1092,5,"1107A",Industrie des eaux de table,466,2
1093,5,"1107B",Production de boissons rafraîchissantes,466,2
1094,5,"1200Z",Fabrication de produits à base de tabac,467,2
1095,5,"1310Z",Préparation de fibres textiles et filature,468,2
1096,5,"1320Z",Tissage,469,2
1097,5,"1330Z",Ennoblissement textile,470,2
1098,5,"1391Z",Fabrication d'étoffes à mailles,471,2
1099,5,"1392Z","Fabrication d'articles textiles, sauf habillement",472,2
1100,5,"1393Z",Fabrication de tapis et moquettes,473,2
1101,5,"1394Z","Fabrication de ficelles, cordes et filets",474,2
1102,5,"1395Z","Fabrication de non-tissés, sauf habillement",475,2
1103,5,"1396Z",Fabrication d'autres textiles techniques et industriels,476,2
1104,5,"1399Z",Fabrication d'autres textiles n.c.a.,477,2
1105,5,"1411Z",Fabrication de vêtements en cuir,478,2
1106,5,"1412Z",Fabrication de vêtements de travail,479,2
1107,5,"1413Z",Fabrication de vêtements de dessus,480,2
1108,5,"1414Z",Fabrication de vêtements de dessous,481,2
1109,5,"1419Z",Fabrication d'autres vêtements et accessoires,482,2
1110,5,"1420Z",Fabrication d'articles en fourrure,483,2
1111,5,"1431Z",Fabrication d'articles chaussants à mailles,484,2
1112,5,"1439Z",Fabrication d'autres articles à mailles,485,2
1113,5,"1511Z",Apprêt et tannage des cuirs ; préparation et teinture des fourrures,486,2
1114,5,"1512Z","Fabrication d'articles de voyage, de maroquinerie et de sellerie",487,2
1115,5,"1520Z",Fabrication de chaussures,488,2
1116,5,"1610A","Sciage et rabotage du bois, hors imprégnation",489,2
1117,5,"1610B",Imprégnation du bois,489,2
1118,5,"1621Z",Fabrication de placage et de panneaux de bois,490,2
1119,5,"1622Z",Fabrication de parquets assemblés,491,2
1120,5,"1623Z",Fabrication de charpentes et d'autres menuiseries,492,2
1121,5,"1624Z",Fabrication d'emballages en bois,493,2
1122,5,"1629Z","Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie",494,2
1123,5,"1711Z",Fabrication de pâte à papier,495,2
1124,5,"1712Z",Fabrication de papier et de carton,496,2
1125,5,"1721A",Fabrication de carton ondulé,497,2
1126,5,"1721B",Fabrication de cartonnages,497,2
1127,5,"1721C",Fabrication d'emballages en papier,497,2
1128,5,"1722Z",Fabrication d'articles en papier à usage sanitaire ou domestique,498,2
1129,5,"1723Z",Fabrication d'articles de papeterie,499,2
1130,5,"1724Z",Fabrication de papiers peints,500,2
1131,5,"1729Z",Fabrication d'autres articles en papier ou en carton,501,2
1132,5,"1811Z",Imprimerie de journaux,502,2
1133,5,"1812Z",Autre imprimerie (labeur),503,2
1134,5,"1813Z",Activités de pré-presse,504,2
1135,5,"1814Z",Reliure et activités connexes,505,2
1136,5,"1820Z",Reproduction d'enregistrements,506,2
1137,5,"1910Z",Cokéfaction,507,2
1138,5,"1920Z",Raffinage du pétrole,508,2
1139,5,"2011Z",Fabrication de gaz industriels,509,2
1140,5,"2012Z",Fabrication de colorants et de pigments,510,2
1141,5,"2013A",Enrichissement et retraitement de matières nucléaires,511,2
1142,5,"2013B",Fabrication d'autres produits chimiques inorganiques de base n.c.a.,511,2
1143,5,"2014Z",Fabrication d'autres produits chimiques organiques de base,512,2
1144,5,"2015Z",Fabrication de produits azotés et d'engrais,513,2
1145,5,"2016Z",Fabrication de matières plastiques de base,514,2
1146,5,"2017Z",Fabrication de caoutchouc synthétique,515,2
1147,5,"2020Z",Fabrication de pesticides et d'autres produits agrochimiques,516,2
1148,5,"2030Z","Fabrication de peintures, vernis, encres et mastics",517,2
1149,5,"2041Z","Fabrication de savons, détergents et produits d'entretien",518,2
1150,5,"2042Z",Fabrication de parfums et de produits pour la toilette,519,2
1151,5,"2051Z",Fabrication de produits explosifs,520,2
1152,5,"2052Z",Fabrication de colles,521,2
1153,5,"2053Z",Fabrication d'huiles essentielles,522,2
1154,5,"2059Z",Fabrication d'autres produits chimiques n.c.a.,523,2
1155,5,"2060Z",Fabrication de fibres artificielles ou synthétiques,524,2
1156,5,"2110Z",Fabrication de produits pharmaceutiques de base,525,2
1157,5,"2120Z",Fabrication de préparations pharmaceutiques,526,2
1158,5,"2211Z",Fabrication et rechapage de pneumatiques,527,2
1159,5,"2219Z",Fabrication d'autres articles en caoutchouc,528,2
1160,5,"2221Z","Fabrication de plaques, feuilles, tubes et profilés en matières plastiques",529,2
1161,5,"2222Z",Fabrication d'emballages en matières plastiques,530,2
1162,5,"2223Z",Fabrication d'éléments en matières plastiques pour la construction,531,2
1163,5,"2229A",Fabrication de pièces techniques à base de matières plastiques,532,2
1164,5,"2229B",Fabrication de produits de consommation courante en matières plastiques,532,2
1165,5,"2311Z",Fabrication de verre plat,533,2
1166,5,"2312Z",Façonnage et transformation du verre plat,534,2
1167,5,"2313Z",Fabrication de verre creux,535,2
1168,5,"2314Z",Fabrication de fibres de verre,536,2
1169,5,"2319Z","Fabrication et façonnage d'autres articles en verre, y compris verre technique",537,2
1170,5,"2320Z",Fabrication de produits réfractaires,538,2
1171,5,"2331Z",Fabrication de carreaux en céramique,539,2
1172,5,"2332Z","Fabrication de briques, tuiles et produits de construction, en terre cuite",540,2
1173,5,"2341Z",Fabrication d'articles céramiques à usage domestique ou ornemental,541,2
1174,5,"2342Z",Fabrication d'appareils sanitaires en céramique,542,2
1175,5,"2343Z",Fabrication d'isolateurs et pièces isolantes en céramique,543,2
1176,5,"2344Z",Fabrication d'autres produits céramiques à usage technique,544,2
1177,5,"2349Z",Fabrication d'autres produits céramiques,545,2
1178,5,"2351Z",Fabrication de ciment,546,2
1179,5,"2352Z",Fabrication de chaux et plâtre,547,2
1180,5,"2361Z",Fabrication d'éléments en béton pour la construction,548,2
1181,5,"2362Z",Fabrication d'éléments en plâtre pour la construction,549,2
1182,5,"2363Z",Fabrication de béton prêt à l'emploi,550,2
1183,5,"2364Z",Fabrication de mortiers et bétons secs,551,2
1184,5,"2365Z",Fabrication d'ouvrages en fibre-ciment,552,2
1185,5,"2369Z","Fabrication d'autres ouvrages en béton, en ciment ou en plâtre",553,2
1186,5,"2370Z","Taille, façonnage et finissage de pierres",554,2
1187,5,"2391Z",Fabrication de produits abrasifs,555,2
1188,5,"2399Z",Fabrication d'autres produits minéraux non métalliques n.c.a.,556,2
1189,5,"2410Z",Sidérurgie,557,2
1190,5,"2420Z","Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier",558,2
1191,5,"2431Z",Étirage à froid de barres,559,2
1192,5,"2432Z",Laminage à froid de feuillards,560,2
1193,5,"2433Z",Profilage à froid par formage ou pliage,561,2
1194,5,"2434Z",Tréfilage à froid,562,2
1195,5,"2441Z",Production de métaux précieux,563,2
1196,5,"2442Z",Métallurgie de l'aluminium,564,2
1197,5,"2443Z","Métallurgie du plomb, du zinc ou de l'étain",565,2
1198,5,"2444Z",Métallurgie du cuivre,566,2
1199,5,"2445Z",Métallurgie des autres métaux non ferreux,567,2
1200,5,"2446Z",Élaboration et transformation de matières nucléaires,568,2
1201,5,"2451Z",Fonderie de fonte,569,2
1202,5,"2452Z",Fonderie d'acier,570,2
1203,5,"2453Z",Fonderie de métaux légers,571,2
1204,5,"2454Z",Fonderie d'autres métaux non ferreux,572,2
1205,5,"2511Z",Fabrication de structures métalliques et de parties de structures,573,2
1206,5,"2512Z",Fabrication de portes et fenêtres en métal,574,2
1207,5,"2521Z",Fabrication de radiateurs et de chaudières pour le chauffage central,575,2
1208,5,"2529Z","Fabrication d'autres réservoirs, citernes et conteneurs métalliques",576,2
1209,5,"2530Z","Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central",577,2
1210,5,"2540Z",Fabrication d'armes et de munitions,578,2
1211,5,"2550A","Forge, estampage, matriçage ; métallurgie des poudres",579,2
1212,5,"2550B","Découpage, emboutissage",579,2
1213,5,"2561Z",Traitement et revêtement des métaux,580,2
1214,5,"2562A",Décolletage,581,2
1215,5,"2562B",Mécanique industrielle,581,2
1216,5,"2571Z",Fabrication de coutellerie,582,2
1217,5,"2572Z",Fabrication de serrures et de ferrures,583,2
1218,5,"2573A",Fabrication de moules et modèles,584,2
1219,5,"2573B",Fabrication d'autres outillages,584,2
1220,5,"2591Z",Fabrication de fûts et emballages métalliques similaires,585,2
1221,5,"2592Z",Fabrication d'emballages métalliques légers,586,2
1222,5,"2593Z","Fabrication d'articles en fils métalliques, de chaînes et de ressorts",587,2
1223,5,"2594Z",Fabrication de vis et de boulons,588,2
1224,5,"2599A",Fabrication d'articles métalliques ménagers,589,2
1225,5,"2599B",Fabrication d'autres articles métalliques,589,2
1226,5,"2611Z",Fabrication de composants électroniques,590,2
1227,5,"2612Z",Fabrication de cartes électroniques assemblées,591,2
1228,5,"2620Z",Fabrication d'ordinateurs et d'équipements périphériques,592,2
1229,5,"2630Z",Fabrication d'équipements de communication,593,2
1230,5,"2640Z",Fabrication de produits électroniques grand public,594,2
1231,5,"2651A",Fabrication d'équipements d'aide à la navigation,595,2
1232,5,"2651B",Fabrication d'instrumentation scientifique et technique,595,2
1233,5,"2652Z",Horlogerie,596,2
1234,5,"2660Z","Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques",597,2
1235,5,"2670Z",Fabrication de matériels optique et photographique,598,2
1236,5,"2680Z",Fabrication de supports magnétiques et optiques,599,2
1237,5,"2711Z","Fabrication de moteurs, génératrices et transformateurs électriques",600,2
1238,5,"2712Z",Fabrication de matériel de distribution et de commande électrique,601,2
1239,5,"2720Z",Fabrication de piles et d'accumulateurs électriques,602,2
1240,5,"2731Z",Fabrication de câbles de fibres optiques,603,2
1241,5,"2732Z",Fabrication d'autres fils et câbles électroniques ou électriques,604,2
1242,5,"2733Z",Fabrication de matériel d'installation électrique,605,2
1243,5,"2740Z",Fabrication d'appareils d'éclairage électrique,606,2
1244,5,"2751Z",Fabrication d'appareils électroménagers,607,2
1245,5,"2752Z",Fabrication d'appareils ménagers non électriques,608,2
1246,5,"2790Z",Fabrication d'autres matériels électriques,609,2
1247,5,"2811Z","Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules",610,2
1248,5,"2812Z",Fabrication d'équipements hydrauliques et pneumatiques,611,2
1249,5,"2813Z",Fabrication d'autres pompes et compresseurs,612,2
1250,5,"2814Z",Fabrication d'autres articles de robinetterie,613,2
1251,5,"2815Z",Fabrication d'engrenages et d'organes mécaniques de transmission,614,2
1252,5,"2821Z",Fabrication de fours et brûleurs,615,2
1253,5,"2822Z",Fabrication de matériel de levage et de manutention,616,2
1254,5,"2823Z",Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques),617,2
1255,5,"2824Z",Fabrication d'outillage portatif à moteur incorporé,618,2
1256,5,"2825Z",Fabrication d'équipements aérauliques et frigorifiques industriels,619,2
1257,5,"2829A","Fabrication d'équipements d'emballage, de conditionnement et de pesage",620,2
1258,5,"2829B",Fabrication d'autres machines d'usage général,620,2
1259,5,"2830Z",Fabrication de machines agricoles et forestières,621,2
1260,5,"2841Z",Fabrication de machines-outils pour le travail des métaux,622,2
1261,5,"2849Z",Fabrication d'autres machines-outils,623,2
1262,5,"2891Z",Fabrication de machines pour la métallurgie,624,2
1263,5,"2892Z",Fabrication de machines pour l'extraction ou la construction,625,2
1264,5,"2893Z",Fabrication de machines pour l'industrie agro-alimentaire,626,2
1265,5,"2894Z",Fabrication de machines pour les industries textiles,627,2
1266,5,"2895Z",Fabrication de machines pour les industries du papier et du carton,628,2
1267,5,"2896Z",Fabrication de machines pour le travail du caoutchouc ou des plastiques,629,2
1268,5,"2899A",Fabrication de machines d'imprimerie,630,2
1269,5,"2899B",Fabrication d'autres machines spécialisées,630,2
1270,5,"2910Z",Construction de véhicules automobiles,631,2
1271,5,"2920Z",Fabrication de carrosseries et remorques,632,2
1272,5,"2931Z",Fabrication d'équipements électriques et électroniques automobiles,633,2
1273,5,"2932Z",Fabrication d'autres équipements automobiles,634,2
1274,5,"3011Z",Construction de navires et de structures flottantes,635,2
1275,5,"3012Z",Construction de bateaux de plaisance,636,2
1276,5,"3020Z",Construction de locomotives et d'autre matériel ferroviaire roulant,637,2
1277,5,"3030Z",Construction aéronautique et spatiale,638,2
1278,5,"3040Z",Construction de véhicules militaires de combat,639,2
1279,5,"3091Z",Fabrication de motocycles,640,2
1280,5,"3092Z",Fabrication de bicyclettes et de véhicules pour invalides,641,2
1281,5,"3099Z",Fabrication d'autres équipements de transport n.c.a.,642,2
1282,5,"3101Z",Fabrication de meubles de bureau et de magasin,643,2
1283,5,"3102Z",Fabrication de meubles de cuisine,644,2
1284,5,"3103Z",Fabrication de matelas,645,2
1285,5,"3109A",Fabrication de sièges d'ameublement d'intérieur,646,2
1286,5,"3109B",Fabrication d'autres meubles et industries connexes de l'ameublement,646,2
1287,5,"3211Z",Frappe de monnaie,647,2
1288,5,"3212Z",Fabrication d'articles de joaillerie et bijouterie,648,2
1289,5,"3213Z",Fabrication d'articles de bijouterie fantaisie et articles similaires,649,2
1290,5,"3220Z",Fabrication d'instruments de musique,650,2
1291,5,"3230Z",Fabrication d'articles de sport,651,2
1292,5,"3240Z",Fabrication de jeux et jouets,652,2
1293,5,"3250A",Fabrication de matériel médico-chirurgical et dentaire,653,2
1294,5,"3250B",Fabrication de lunettes,653,2
1295,5,"3291Z",Fabrication d'articles de brosserie,654,2
1296,5,"3299Z",Autres activités manufacturières n.c.a.,655,2
1297,5,"3311Z",Réparation d'ouvrages en métaux,656,2
1298,5,"3312Z",Réparation de machines et équipements mécaniques,657,2
1299,5,"3313Z",Réparation de matériels électroniques et optiques,658,2
1300,5,"3314Z",Réparation d'équipements électriques,659,2
1301,5,"3315Z",Réparation et maintenance navale,660,2
1302,5,"3316Z",Réparation et maintenance d'aéronefs et d'engins spatiaux,661,2
1303,5,"3317Z",Réparation et maintenance d'autres équipements de transport,662,2
1304,5,"3319Z",Réparation d'autres équipements,663,2
1305,5,"3320A","Installation de structures métalliques, chaudronnées et de tuyauterie",664,2
1306,5,"3320B",Installation de machines et équipements mécaniques,664,2
1307,5,"3320C",Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,664,2
1308,5,"3320D","Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",664,2
1309,5,"3511Z",Production d'électricité,665,3
1310,5,"3512Z",Transport d'électricité,666,3
1311,5,"3513Z",Distribution d'électricité,667,3
1312,5,"3514Z",Commerce d'électricité,668,3
1313,5,"3521Z",Production de combustibles gazeux,669,3
1314,5,"3522Z",Distribution de combustibles gazeux par conduites,670,3
1315,5,"3523Z",Commerce de combustibles gazeux par conduites,671,3
1316,5,"3530Z",Production et distribution de vapeur et d'air conditionné,672,3
1317,5,"3600Z","Captage, traitement et distribution d'eau",673,4
1318,5,"3700Z",Collecte et traitement des eaux usées,674,4
1319,5,"3811Z",Collecte des déchets non dangereux,675,4
1320,5,"3812Z",Collecte des déchets dangereux,676,4
1321,5,"3821Z",Traitement et élimination des déchets non dangereux,677,4
1322,5,"3822Z",Traitement et élimination des déchets dangereux,678,4
1323,5,"3831Z",Démantèlement d'épaves,679,4
1324,5,"3832Z",Récupération de déchets triés,680,4
1325,5,"3900Z",Dépollution et autres services de gestion des déchets,681,4
1326,5,"4110A",Promotion immobilière de logements,682,5
1327,5,"4110B",Promotion immobilière de bureaux,682,5
1328,5,"4110C",Promotion immobilière d'autres bâtiments,682,5
1329,5,"4110D",Supports juridiques de programmes,682,5
1330,5,"4120A",Construction de maisons individuelles,683,5
1331,5,"4120B",Construction d'autres bâtiments,683,5
1332,5,"4211Z",Construction de routes et autoroutes,684,5
1333,5,"4212Z",Construction de voies ferrées de surface et souterraines,685,5
1334,5,"4213A",Construction d'ouvrages d'art,686,5
1335,5,"4213B",Construction et entretien de tunnels,686,5
1336,5,"4221Z",Construction de réseaux pour fluides,687,5
1337,5,"4222Z",Construction de réseaux électriques et de télécommunications,688,5
1338,5,"4291Z",Construction d'ouvrages maritimes et fluviaux,689,5
1339,5,"4299Z",Construction d'autres ouvrages de génie civil n.c.a.,690,5
1340,5,"4311Z",Travaux de démolition,691,5
1341,5,"4312A",Travaux de terrassement courants et travaux préparatoires,692,5
1342,5,"4312B",Travaux de terrassement spécialisés ou de grande masse,692,5
1343,5,"4313Z",Forages et sondages,693,5
1344,5,"4321A",Travaux d'installation électrique dans tous locaux,694,5
1345,5,"4321B",Travaux d'installation électrique sur la voie publique,694,5
1346,5,"4322A",Travaux d'installation d'eau et de gaz en tous locaux,695,5
1347,5,"4322B",Travaux d'installation d'équipements thermiques et de climatisation,695,5
1348,5,"4329A",Travaux d'isolation,696,5
1349,5,"4329B",Autres travaux d'installation n.c.a.,696,5
1350,5,"4331Z",Travaux de plâtrerie,697,5
1351,5,"4332A",Travaux de menuiserie bois et PVC,698,5
1352,5,"4332B",Travaux de menuiserie métallique et serrurerie,698,5
1353,5,"4332C",Agencement de lieux de vente,698,5
1354,5,"4333Z",Travaux de revêtement des sols et des murs,699,5
1355,5,"4334Z",Travaux de peinture et vitrerie,700,5
1356,5,"4339Z",Autres travaux de finition,701,5
1357,5,"4391A",Travaux de charpente,702,5
1358,5,"4391B",Travaux de couverture par éléments,702,5
1359,5,"4399A",Travaux d'étanchéification,703,5
1360,5,"4399B",Travaux de montage de structures métalliques,703,5
1361,5,"4399C",Travaux de maçonnerie générale et gros œuvre de bâtiment,703,5
